City,Name,Year,Price,Kilometers Driven,KM,State,Transmission,Fuel Type,EMI per Month
delhi,Hyundai Tucson,2017,1170000,17K km,17000,DL,manual,petrol,20111
delhi,Maruti Baleno,2017,504000,19K km,19000,DL,manual,petrol,8582
delhi,Hyundai Grand i10,2015,398000,36.5K km,36500,DL,manual,petrol,7244
delhi,Hyundai Grand i10 Nios,2020,591000,45K km,45000,DL,manual,petrol+cng,10064
delhi,Honda WR-V,2017,632000,41K km,41000,DL,manual,petrol,10762
delhi,Maruti New Ertiga,2019,878000,41.5K km,41500,DL,automatic,petrol,14951
delhi,Maruti Baleno,2017,516000,37K km,37000,DL,manual,petrol,8787
delhi,Maruti Baleno,2016,403000,99.5K km,99500,DL,manual,petrol,6862
delhi,Maruti Wagon R 1.0,2012,222000,91K km,91000,DL,manual,petrol+cng,8443
delhi,Maruti Swift,2015,385000,80.5K km,80500,DL,manual,petrol,7007
delhi,Hyundai Creta,2016,632000,102K km,102000,DL,manual,petrol,10762
delhi,Volkswagen Polo,2012,284000,102.5K km,102500,DL,manual,petrol,10126
delhi,Honda City,2012,298000,86K km,86000,DL,manual,petrol,11333
delhi,Maruti Baleno,2016,442000,66K km,66000,DL,manual,petrol,7527
delhi,Ford EcoSport,2019,732000,77.5K km,77500,DL,automatic,petrol,12465
delhi,Volkswagen Polo,2012,285000,32.5K km,32500,DL,manual,petrol,19091
delhi,Maruti Swift,2016,374000,35.5K km,35500,DL,manual,petrol,6369
delhi,Hyundai Venue,2021,811000,40.5K km,40500,UP,manual,petrol,13810
delhi,Maruti Wagon R 1.0,2022,468000,4.5K km,4500,DL,manual,petrol,8364
delhi,Nissan Micra,2017,399000,31.5K km,31500,DL,automatic,petrol,6370
delhi,Hyundai New i20,2021,697000,65.5K km,65500,UP,manual,petrol,11869
delhi,Maruti Wagon R 1.0,2014,273000,43.5K km,43500,DL,manual,petrol,6078
delhi,Maruti Ciaz,2019,725000,6.5K km,6500,DL,automatic,petrol,12346
delhi,Maruti Baleno,2018,479000,64.5K km,64500,DL,manual,petrol,8157
delhi,MG Hector,2020,1170000,58.5K km,58500,DL,automatic,petrol,20122
delhi,Maruti Baleno,2019,609000,24.5K km,24500,DL,manual,petrol,10370
delhi,Renault Kwid,2019,392000,32K km,32000,DL,automatic,petrol,6675
delhi,Hyundai Creta,2019,932000,84K km,84000,DL,manual,petrol,15871
delhi,Ford EcoSport,2013,410000,62K km,62000,DL,manual,petrol,11051
delhi,Maruti Ritz,2014,266000,41K km,41000,DL,manual,petrol,5352
delhi,Honda Amaze,2014,326000,42K km,42000,DL,manual,petrol,6996
delhi,Hyundai Verna,2012,319000,110K km,110000,DL,manual,petrol,12132
delhi,Honda City,2016,566000,57K km,57000,DL,manual,petrol,9638
delhi,Hyundai Grand i10,2015,392000,32K km,32000,DL,manual,petrol,7135
delhi,Tata Nexon,2019,622000,51.5K km,51500,DL,manual,petrol,10592
delhi,Renault Kwid,2020,309000,25K km,25000,DL,manual,petrol,5262
delhi,Hyundai Verna,2023,1459000,18.5K km,18500,DL,automatic,petrol,25091
delhi,Hyundai Venue,2021,839000,30.5K km,30500,DL,manual,petrol,14287
delhi,Hyundai Xcent,2014,330000,61K km,61000,DL,manual,petrol,6639
delhi,Hyundai Elite i20,2015,455000,42.5K km,42500,DL,manual,petrol,8282
delhi,Maruti Baleno,2017,454000,62.5K km,62500,DL,manual,petrol,7731
delhi,Maruti Ciaz,2017,645000,44.5K km,44500,DL,manual,Petrol,
delhi,Renault Kwid,2020,386000,20K km,20000,DL,manual,petrol,6573
delhi,Maruti Dzire,2019,587000,27K km,27000,UP,automatic,petrol,9996
delhi,Maruti Baleno,2017,464000,61.5K km,61500,DL,manual,petrol,7901
delhi,Hyundai Elite i20,2018,618000,53K km,53000,DL,automatic,petrol,10524
delhi,Hyundai New Santro 1.1,2019,420000,55K km,55000,DL,manual,petrol,6705
delhi,Hyundai Grand i10,2016,393000,33K km,33000,DL,manual,petrol,6692
delhi,Hyundai Elite i20,2015,432000,81K km,81000,DL,manual,petrol,7863
delhi,Maruti Wagon R 1.0,2012,234000,82K km,82000,DL,manual,petrol+cng,8899
delhi,Hyundai Grand i10,2016,391000,107K km,107000,DL,automatic,petrol,6658
delhi,Maruti Swift Dzire,2013,317000,59.5K km,59500,DL,manual,petrol,8544
delhi,Ford EcoSport,2014,454000,62.5K km,62500,DL,manual,petrol,9743
delhi,Hyundai i10,2011,176000,91.5K km,91500,DL,manual,petrol,12575
delhi,Hyundai Grand i10,2018,391000,121.5K km,121500,DL,manual,petrol,6658
delhi,Tata Tiago,2023,568000,38.5K km,38500,UP,manual,petrol+cng,9672
delhi,Hyundai Elite i20,2016,474000,55K km,55000,DL,manual,petrol,8071
delhi,Hyundai Creta,2016,774000,52K km,52000,DL,automatic,petrol,13180
delhi,Hyundai Venue,2021,807000,38.5K km,38500,UP,manual,petrol,13742
delhi,Maruti Ciaz,2015,537000,53.5K km,53500,DL,manual,petrol,9774
delhi,Hyundai Tucson,2017,1069000,70.5K km,70500,DL,manual,petrol,18374
delhi,MG Astor,2022,1329000,24.5K km,24500,UP,automatic,petrol,22856
delhi,Tata Nexon,2019,618000,49K km,49000,UP,automatic,diesel,10524
delhi,Honda City,2016,541000,74.5K km,74500,DL,manual,petrol,9212
delhi,Maruti XL6,2021,939000,43K km,43000,DL,manual,petrol,15990
delhi,Maruti S-Cross,2021,975000,16.5K km,16500,UP,automatic,petrol,16603
delhi,Maruti Baleno,2018,580000,26K km,26000,DL,manual,petrol,9877
delhi,Hyundai Venue,2021,807000,87K km,87000,DL,manual,diesel,13742
delhi,Hyundai Grand i10,2019,512000,65.5K km,65500,DL,manual,petrol+cng,8719
delhi,Maruti Baleno,2016,419000,68.5K km,68500,DL,manual,petrol,7135
delhi,Maruti Ciaz,2015,443000,57.5K km,57500,DL,automatic,petrol,8063
delhi,Honda City,2017,749000,90.5K km,90500,DL,automatic,petrol,12755
delhi,Honda Amaze,2017,409000,60K km,60000,UP,manual,petrol,6965
delhi,Hyundai Creta,2017,736000,94.5K km,94500,DL,automatic,petrol,12533
delhi,Renault Triber,2024,584000,4.5K km,4500,DL,manual,petrol,9945
delhi,Hyundai i20,2012,271000,33.5K km,33500,DL,manual,petrol,10307
delhi,Hyundai Elite i20,2015,436000,68K km,68000,DL,manual,petrol,7936
delhi,Honda City,2014,495000,35.5K km,35500,DL,manual,petrol,10623
delhi,Hyundai New i20,2021,770000,39K km,39000,DL,manual,petrol,13112
delhi,Renault Kiger,2021,603000,43K km,43000,DL,manual,petrol,10268
delhi,Tata Tigor,2021,549000,49K km,49000,DL,manual,petrol+cng,9349
delhi,Ford EcoSport,2016,471000,61K km,61000,UP,manual,petrol,8020
delhi,Hyundai Verna,2018,869000,36.5K km,36500,DL,manual,petrol+cng,14798
delhi,Maruti Wagon R 1.0,2024,565000,6K km,6000,DL,manual,petrol,10097
delhi,Tata Tiago,2019,468000,22K km,22000,DL,manual,petrol,7969
delhi,Hyundai Creta,2018,789000,64K km,64000,DL,manual,petrol,13436
delhi,Maruti Ciaz,2017,607000,67.5K km,67500,UP,automatic,petrol,10336
delhi,Maruti Baleno,2019,524000,63K km,63000,DL,manual,petrol,8923
delhi,Honda Amaze,2013,263000,95.5K km,95500,DL,manual,petrol,7089
delhi,Tata Tiago,2019,428000,38.5K km,38500,DL,manual,petrol,7288
delhi,Chevrolet Beat,2010,152000,33.5K km,33500,DL,manual,petrol,
delhi,Hyundai Creta,2018,772000,110.5K km,110500,DL,automatic,petrol,13146
delhi,Nissan Micra,2019,459000,81.5K km,81500,UP,automatic,petrol,7327
delhi,Toyota Glanza,2021,616000,55K km,55000,DL,manual,petrol,10490
delhi,Ford EcoSport,2017,492000,78K km,78000,DL,manual,petrol,8378
delhi,Volkswagen Polo,2012,269000,98K km,98000,DL,manual,petrol,9591
delhi,Hyundai Verna,2017,765000,52K km,52000,DL,automatic,petrol,13027
delhi,Hyundai Creta,2018,848000,83K km,83000,DL,automatic,petrol,14440
delhi,Mahindra XUV 300,2020,859000,65K km,65000,UP,automatic,diesel,14628
delhi,Maruti Baleno,2018,484000,54.5K km,54500,DL,manual,petrol,8242
delhi,Renault Kwid,2021,372000,26K km,26000,UP,manual,petrol,6334
delhi,Tata Nexon,2022,920000,22K km,22000,DL,manual,petrol,15667
delhi,Hyundai New Santro 1.1,2021,498000,62.5K km,62500,DL,manual,petrol+cng,7950
delhi,Hyundai Verna,2014,458000,79K km,79000,DL,automatic,petrol,9829
delhi,Hyundai Elite i20,2016,513000,47.5K km,47500,DL,manual,petrol,8736
delhi,Hyundai Venue,2022,811000,19K km,19000,DL,manual,petrol,13810
delhi,Renault Kiger,2021,618000,24K km,24000,UP,manual,petrol,10524
delhi,Hyundai Verna,2012,342000,95K km,95000,DL,manual,petrol+cng,13007
delhi,Maruti Baleno,2017,404000,123K km,123000,DL,manual,petrol,6879
delhi,Renault Duster,2013,327000,79.5K km,79500,DL,manual,petrol,8814
delhi,Renault Kwid,2022,363000,41K km,41000,UP,manual,petrol,6181
delhi,Hyundai Grand i10,2013,330000,49.5K km,49500,DL,manual,petrol,8895
delhi,Honda Jazz,2016,348000,123.5K km,123500,DL,manual,petrol,5938
delhi,Maruti Baleno,2017,398000,111K km,111000,DL,manual,petrol,6777
delhi,Hyundai Grand i10 Nios,2021,645000,29.5K km,29500,DL,manual,petrol+cng,10983
delhi,Hyundai i10,2011,182000,25.5K km,25500,DL,manual,petrol,13004
delhi,Kia Sonet,2020,839000,87K km,87000,DL,manual,petrol,14287
delhi,Hyundai i20 Active,2015,498000,25K km,25000,DL,manual,petrol,9064
delhi,Maruti Baleno,2018,480000,57K km,57000,DL,manual,petrol,8174
delhi,Ford EcoSport,2018,518000,46.5K km,46500,DL,manual,petrol,8821
delhi,Skoda Kushaq,2022,1098000,13K km,13000,DL,manual,petrol,18885
delhi,Tata Altroz,2023,825000,17.5K km,17500,DL,automatic,petrol,14049
delhi,Hyundai Xcent,2014,356000,26.5K km,26500,DL,manual,petrol,7162
delhi,Toyota Glanza,2021,679000,32K km,32000,DL,manual,petrol,11562
delhi,Tata Tiago,2023,556000,11K km,11000,DL,manual,petrol,9468
delhi,Maruti Ciaz,2017,570000,68.5K km,68500,DL,automatic,petrol,9706
delhi,Hyundai Creta,2017,759000,54.5K km,54500,DL,manual,petrol,12925
delhi,Hyundai Grand i10,2016,366000,61.5K km,61500,DL,manual,petrol,6232
delhi,Tata Nexon,2021,795000,88.5K km,88500,UP,manual,petrol,13538
delhi,Hyundai i10,2012,206000,56.5K km,56500,DL,manual,petrol,7834
delhi,Volkswagen Polo,2018,457000,107.5K km,107500,UP,manual,petrol,7296
delhi,Maruti Baleno,2021,649000,64.5K km,64500,DL,automatic,petrol,11052
delhi,Maruti Baleno,2016,435000,70.5K km,70500,DL,manual,petrol,7407
delhi,Maruti Wagon R 1.0,2014,257000,63.5K km,63500,DL,manual,petrol,5722
delhi,Hyundai Grand i10,2014,339000,109K km,109000,DL,automatic,petrol,7275
delhi,Maruti Swift,2014,292000,122.5K km,122500,DL,manual,petrol,6266
delhi,Renault Kwid,2022,413000,11K km,11000,DL,manual,petrol,7033
delhi,Maruti Baleno,2022,632000,21K km,21000,UP,manual,petrol,10762
delhi,Maruti Ciaz,2018,649000,61K km,61000,UP,manual,Petrol,
delhi,Maruti Baleno,2017,535000,18.5K km,18500,DL,manual,petrol,9110
delhi,MG Hector Plus,2020,1329000,63.5K km,63500,UP,automatic,petrol,22855
delhi,Ford EcoSport,2015,497000,80.5K km,80500,DL,automatic,petrol,9046
delhi,Maruti Swift,2019,576000,67K km,67000,DL,automatic,petrol,9808
delhi,Maruti Swift,2018,575000,53K km,53000,DL,automatic,petrol,9791
delhi,Maruti Ciaz,2015,502000,62.5K km,62500,DL,manual,petrol,9137
delhi,Tata Nexon,2019,678000,72K km,72000,DL,automatic,petrol,11545
delhi,Hyundai Grand i10,2015,367000,64K km,64000,DL,manual,petrol,6680
delhi,Maruti Swift,2011,207000,76.5K km,76500,DL,manual,petrol,14790
delhi,Renault Kiger,2023,673000,29.5K km,29500,UP,automatic,petrol,11460
delhi,Volkswagen Ameo,2016,347000,118.5K km,118500,UP,manual,petrol,5539
delhi,Honda City,2014,470000,63.5K km,63500,DL,manual,petrol,10087
delhi,Maruti Swift,2012,256000,71.5K km,71500,DL,manual,petrol,9736
delhi,Toyota Etios,2011,226000,50.5K km,50500,DL,manual,petrol,15139
delhi,Tata Tiago,2019,488000,25.5K km,25500,DL,manual,petrol,8310
delhi,Hyundai i10,2011,190000,15K km,15000,DL,manual,petrol,13576
delhi,Chevrolet Beat,2011,180000,24.5K km,24500,DL,manual,petrol,
delhi,Kia Seltos,2019,1071000,66.5K km,66500,DL,manual,petrol,18425
delhi,Renault Kiger,2022,704000,24.5K km,24500,DL,automatic,petrol,11988
delhi,Renault Kwid,2022,394000,13.5K km,13500,HR,manual,petrol,6709
delhi,Ford Figo,2020,509000,54.5K km,54500,UP,manual,petrol,8667
delhi,Hyundai Elite i20,2017,480000,34K km,34000,DL,manual,petrol,8174
delhi,Renault Kwid,2021,393000,17.5K km,17500,DL,manual,petrol,6692
delhi,Hyundai Grand i10,2018,456000,42K km,42000,DL,manual,petrol,7765
delhi,Hyundai Grand i10,2017,398000,58.5K km,58500,DL,manual,petrol,6777
delhi,Honda Amaze,2015,365000,26.5K km,26500,DL,manual,petrol,6643
delhi,Maruti Baleno,2016,460000,76.5K km,76500,DL,manual,petrol,7833
delhi,Maruti Ciaz,2016,505000,70K km,70000,DL,manual,petrol,8599
delhi,Maruti Ciaz,2018,616000,115.5K km,115500,DL,manual,petrol,10490
delhi,Maruti Swift Dzire,2015,355000,72.5K km,72500,DL,manual,petrol,6461
delhi,Ford EcoSport,2014,440000,72K km,72000,DL,automatic,petrol,9443
delhi,Maruti Alto,2011,138000,73.5K km,73500,DL,manual,petrol,9860
delhi,Hyundai i20 Active,2016,459000,55K km,55000,DL,manual,petrol,7816
delhi,Honda City,2014,411000,110K km,110000,DL,manual,petrol,8820
delhi,Maruti Baleno,2016,420000,95.5K km,95500,DL,manual,petrol,7152
delhi,Maruti Ciaz,2016,554000,49K km,49000,UP,automatic,petrol,9434
delhi,Honda City,2013,325000,48.5K km,48500,DL,manual,petrol,8760
delhi,Kia Seltos,2019,1079000,33K km,33000,DL,manual,diesel,18556
delhi,Renault Kiger,2022,717000,22K km,22000,DL,automatic,petrol,12210
delhi,Honda Amaze,2018,588000,40K km,40000,DL,manual,petrol,10013
delhi,Tata Altroz,2021,707000,25K km,25000,DL,manual,petrol,12039
delhi,Hyundai Creta,2017,771000,90K km,90000,DL,automatic,petrol,13129
delhi,Kia Seltos,2023,1486000,12K km,12000,DL,manual,petrol,25561
delhi,Tata Nexon,2023,838000,18K km,18000,DL,manual,petrol,14270
delhi,Hyundai Elite i20,2018,583000,33.5K km,33500,DL,manual,petrol,9928
delhi,Maruti Alto 800,2022,367000,10.5K km,10500,DL,manual,petrol,6559
delhi,Volkswagen Polo,2013,352000,71K km,71000,DL,manual,petrol,8895
delhi,Tata Punch,2022,680000,25.5K km,25500,DL,manual,petrol,11580
delhi,Honda Jazz,2012,236000,72K km,72000,DL,manual,petrol,8414
delhi,Hyundai i20,2012,342000,21K km,21000,DL,manual,petrol,13007
delhi,Maruti Swift Dzire,2013,265000,89K km,89000,DL,manual,petrol,7143
delhi,Maruti Swift Dzire,2012,280000,37.5K km,37500,DL,manual,petrol,10649
delhi,Honda Jazz,2016,478000,28.5K km,28500,DL,automatic,petrol,7631
delhi,Maruti Wagon R 1.0,2014,289000,30K km,30000,DL,manual,petrol,6434
delhi,Honda Amaze,2014,346000,58.5K km,58500,DL,automatic,petrol,7425
delhi,Maruti Ertiga,2015,515000,97K km,97000,UP,manual,petrol,9374
delhi,Maruti Wagon R 1.0,2013,253000,91K km,91000,DL,manual,petrol+cng,6819
delhi,Honda Amaze,2019,601000,50K km,50000,DL,automatic,petrol,10234
delhi,Kia Carens,2022,1478000,37.5K km,37500,DL,automatic,diesel,25419
delhi,Hyundai New Santro 1.1,2020,490000,38.5K km,38500,DL,manual,petrol+cng,7822
delhi,Kia Sonet,2021,973000,50K km,50000,DL,manual,petrol,16569
delhi,Nissan Magnite,2022,685000,17.5K km,17500,DL,manual,petrol,11665
delhi,Kia Sonet,2021,966000,18.5K km,18500,DL,manual,diesel,16450
delhi,Maruti Baleno,2019,604000,48.5K km,48500,UP,automatic,petrol,10285
delhi,Maruti Baleno,2018,572000,38.5K km,38500,DL,manual,petrol,9740
delhi,Maruti Ciaz,2016,561000,63K km,63000,DL,manual,petrol,9553
delhi,Toyota Innova Crysta,2017,1286000,63K km,63000,UP,manual,petrol,22121
delhi,Hyundai Creta,2020,1049000,59K km,59000,DL,automatic,diesel,18034
delhi,Honda Amaze,2014,310000,60K km,60000,DL,manual,petrol,6653
delhi,Hyundai Grand i10,2014,320000,45K km,45000,DL,manual,petrol,6867
delhi,Honda Brio,2013,248000,73.5K km,73500,DL,manual,petrol,6267
delhi,Maruti Ciaz,2016,492000,99.5K km,99500,DL,manual,petrol,8378
delhi,Hyundai Verna,2012,396000,27K km,27000,DL,automatic,petrol,15061
delhi,Maruti S-Cross,2021,815000,23K km,23000,DL,manual,petrol,13878
delhi,Renault Kwid,2017,274000,57K km,57000,DL,manual,petrol,4666
delhi,Maruti Swift Dzire,2014,336000,101K km,101000,DL,manual,petrol,7211
delhi,Maruti Swift,2014,296000,86K km,86000,DL,manual,petrol,6352
delhi,Renault Triber,2021,592000,33.5K km,33500,DL,manual,petrol,10081
delhi,Hyundai Grand i10,2017,424000,48.5K km,48500,DL,manual,petrol,7220
delhi,Renault Kiger,2022,787000,47.5K km,47500,UP,automatic,petrol,13368
delhi,Maruti Baleno,2016,430000,56.5K km,56500,DL,manual,petrol,7578
delhi,Renault Duster,2017,564000,26.5K km,26500,DL,manual,petrol,9604
delhi,Hyundai Venue,2021,926000,26.5K km,26500,DL,manual,petrol,15769
delhi,Renault Triber,2020,535000,24.5K km,24500,DL,manual,petrol,9110
delhi,Maruti Baleno,2018,491000,72.5K km,72500,DL,manual,petrol,6879
delhi,Nissan Kicks,2019,697000,38.5K km,38500,UP,manual,diesel,11869
delhi,MG Hector Plus,2021,1578000,27.5K km,27500,DL,manual,diesel,27137
delhi,Maruti Baleno,2017,474000,29.5K km,29500,DL,manual,petrol,8071
delhi,Hyundai Eon,2013,202000,29K km,29000,DL,manual,petrol,5104
delhi,Toyota Etios Liva,2011,195000,48K km,48000,DL,manual,petrol,13062
delhi,Maruti Ciaz,2014,429000,104K km,104000,DL,manual,petrol,9207
delhi,Ford EcoSport,2015,460000,85K km,85000,DL,automatic,petrol,8373
delhi,Honda Brio,2013,197000,95K km,95000,DL,manual,petrol,4978
delhi,Tata Tiago,2019,472000,47K km,47000,DL,manual,petrol,8037
delhi,Maruti Ciaz,2015,450000,51.5K km,51500,DL,manual,petrol,8191
delhi,Hyundai Elite i20,2016,445000,101.5K km,101500,DL,manual,petrol,7578
delhi,Hyundai Xcent,2015,353000,57K km,57000,DL,manual,petrol,6023
delhi,Hyundai Elite i20,2015,465000,63.5K km,63500,UP,manual,petrol,8464
delhi,Maruti Swift,2015,343000,56K km,56000,DL,manual,petrol,6243
delhi,Renault Kiger,2022,649000,36K km,36000,UP,manual,petrol,11052
delhi,Maruti Baleno,2021,514000,34.5K km,34500,DL,manual,petrol,8753
delhi,Hyundai Creta,2016,671000,46.5K km,46500,DL,manual,petrol,11426
delhi,Maruti Baleno,2018,488000,58K km,58000,DL,manual,petrol,8310
delhi,Maruti S-Presso,2022,399000,10K km,10000,DL,manual,petrol,6794
delhi,Tata Nexon,2023,1005000,21K km,21000,DL,manual,petrol,17114
delhi,Honda Amaze,2020,707000,24.5K km,24500,DL,automatic,petrol,12039
delhi,Hyundai Venue,2021,810000,37.5K km,37500,UP,manual,petrol,13793
delhi,Kia Seltos,2020,1031000,61K km,61000,DL,manual,petrol,17726
delhi,Hyundai Verna,2011,313000,44.5K km,44500,DL,manual,petrol+cng,22365
delhi,Ford EcoSport,2019,606000,108.5K km,108500,DL,manual,petrol,10319
delhi,Maruti Swift Dzire,2013,330000,70.5K km,70500,DL,manual,petrol+cng,8895
delhi,Hyundai Fluidic Verna 4S,2015,575000,57K km,57000,UP,manual,petrol,10466
delhi,Maruti Ritz,2013,212000,55K km,55000,DL,manual,petrol,5357
delhi,Hyundai i20,2012,273000,50K km,50000,DL,manual,petrol,10383
delhi,Honda City,2015,417000,109.5K km,109500,DL,manual,petrol,7590
delhi,Hyundai i20,2011,182000,73.5K km,73500,DL,manual,petrol,13004
delhi,Datsun Redi-GO,2018,287000,50K km,50000,DL,automatic,petrol,7736
delhi,Volkswagen Polo,2017,467000,44.5K km,44500,DL,manual,petrol,7455
delhi,Renault Kwid,2023,406000,20K km,20000,DL,manual,petrol,6913
delhi,Hyundai Creta,2018,819000,40.5K km,40500,DL,manual,petrol,13947
delhi,Maruti Swift,2014,358000,67.5K km,67500,DL,manual,petrol,7683
delhi,Ford EcoSport,2019,667000,57.5K km,57500,DL,manual,diesel,11358
delhi,Maruti Ciaz,2017,580000,53.5K km,53500,DL,manual,petrol,9877
delhi,Honda City,2023,1249000,23K km,23000,UP,manual,petrol,21480
delhi,Maruti Swift,2020,524000,66.5K km,66500,UP,automatic,petrol,8923
delhi,Maruti Swift Dzire,2014,353000,82K km,82000,DL,manual,petrol,7576
delhi,Kia Seltos,2019,1042000,37.5K km,37500,DL,manual,diesel,17914
delhi,Hyundai Venue,2020,778000,30.5K km,30500,DL,manual,petrol,13248
delhi,Maruti Alto K10,2011,151000,66K km,66000,DL,manual,petrol,10789
delhi,Maruti Swift Dzire,2012,261000,86.5K km,86500,DL,manual,petrol,9926
delhi,Maruti Wagon R 1.0,2013,242000,93K km,93000,DL,manual,petrol+cng,6523
delhi,Hyundai New Santro 1.1,2022,514000,36.5K km,36500,DL,manual,petrol+cng,8206
delhi,Maruti Baleno,2018,507000,39.5K km,39500,DL,manual,petrol,8633
delhi,Maruti Swift Dzire,2014,312000,103K km,103000,DL,manual,petrol,6696
delhi,Maruti Vitara Brezza,2021,845000,37.5K km,37500,DL,manual,petrol,14389
delhi,Maruti Ciaz,2015,470000,85.5K km,85500,DL,manual,petrol,8555
delhi,Honda City,2017,538000,117K km,117000,DL,manual,petrol,9161
delhi,Maruti Baleno,2017,485000,27K km,27000,DL,manual,petrol,8259
delhi,Honda Amaze,2015,399000,50.5K km,50500,DL,manual,petrol,7262
delhi,Hyundai Verna,2018,753000,61K km,61000,DL,manual,petrol,12823
delhi,Tata Tiago NRG,2018,444000,55.5K km,55500,DL,manual,petrol+cng,7561
delhi,Renault Kwid,2019,319000,20.5K km,20500,DL,manual,petrol,5432
delhi,Maruti Swift Dzire,2014,305000,89.5K km,89500,DL,manual,petrol,6545
delhi,Maruti Swift,2017,418000,40K km,40000,DL,manual,petrol,7118
delhi,Maruti Vitara Brezza,2018,565000,80.5K km,80500,UP,manual,diesel,9621
delhi,Hyundai Grand i10,2019,491000,31.5K km,31500,DL,manual,petrol,8361
delhi,Honda City,2015,464000,73K km,73000,DL,manual,petrol,8445
delhi,Hyundai Verna,2018,736000,66K km,66000,DL,manual,petrol,12533
delhi,Maruti Ritz,2015,312000,33K km,33000,DL,manual,petrol,5324
delhi,Maruti Baleno,2015,410000,81.5K km,81500,DL,manual,petrol,7463
delhi,Tata Tiago,2017,387000,33.5K km,33500,DL,manual,petrol,6590
delhi,Hyundai Verna,2012,374000,22.5K km,22500,DL,manual,petrol,14224
delhi,Chevrolet Beat,2011,141000,76.5K km,76500,DL,manual,petrol,
delhi,Maruti Celerio,2020,468000,32K km,32000,DL,manual,petrol+cng,7969
delhi,Hyundai Verna,2020,1063000,57K km,57000,UP,automatic,diesel,18287
delhi,Maruti Dzire,2017,504000,85.5K km,85500,DL,automatic,petrol,8582
delhi,Honda Brio,2017,367000,36.5K km,36500,DL,manual,petrol,5859
delhi,Maruti Swift,2016,437000,47K km,47000,DL,manual,petrol,7441
delhi,Tata Nexon,2023,835000,24K km,24000,UP,manual,petrol+cng,14219
delhi,Honda City,2018,734000,27.5K km,27500,DL,manual,petrol,12499
delhi,Renault Triber,2021,456000,48.5K km,48500,DL,manual,petrol,7765
delhi,Toyota Corolla Altis,2015,658000,46K km,46000,DL,manual,petrol,11977
delhi,Maruti S-Cross,2019,685000,54.5K km,54500,DL,manual,diesel,11665
delhi,Maruti Baleno,2016,435000,68.5K km,68500,DL,automatic,petrol,7407
delhi,Hyundai Creta,2019,784000,31.5K km,31500,UP,manual,diesel,13351
delhi,Nissan Magnite,2021,668000,31.5K km,31500,DL,manual,petrol,11375
delhi,Maruti Swift,2018,589000,29.5K km,29500,DL,manual,petrol,10030
delhi,Volkswagen Polo,2012,265000,77.5K km,77500,DL,manual,petrol,9448
delhi,Hyundai Grand i10,2014,338000,58.5K km,58500,DL,automatic,petrol,7254
delhi,Maruti Swift,2016,414000,20.5K km,20500,DL,manual,petrol,7050
delhi,Maruti Vitara Brezza,2018,670000,50.5K km,50500,UP,automatic,diesel,11409
delhi,Mahindra Scorpio,2020,1164000,72K km,72000,DL,manual,diesel,20009
delhi,Mahindra KUV100 NXT,2018,366000,16.5K km,16500,DL,manual,petrol,6232
delhi,Honda City,2016,505000,101.5K km,101500,DL,manual,petrol,8599
delhi,Toyota Innova Crysta,2019,1570000,46.5K km,46500,DL,manual,diesel,27008
delhi,Mahindra Scorpio,2021,1130000,56.5K km,56500,UP,manual,diesel,19430
delhi,Maruti Alto K10,2018,321000,45K km,45000,DL,manual,petrol,5466
delhi,Hyundai Grand i10,2019,515000,2K km,2000,DL,manual,petrol,8770
delhi,Maruti Swift Dzire,2013,334000,58K km,58000,DL,manual,petrol+cng,9003
delhi,Maruti Swift Dzire,2013,313000,82K km,82000,DL,manual,petrol+cng,8436
delhi,Honda Amaze,2016,419000,79.5K km,79500,DL,automatic,petrol,7135
delhi,Maruti XL6,2021,892000,36K km,36000,UP,manual,petrol,15190
delhi,Maruti Dzire,2022,689000,10K km,10000,DL,automatic,petrol,11733
delhi,Hyundai Creta,2018,912000,17.5K km,17500,UP,automatic,petrol,15530
delhi,Tata Tiago,2021,429000,47K km,47000,DL,manual,petrol,7305
delhi,Hyundai Verna,2019,875000,59K km,59000,UP,manual,petrol,14900
delhi,Mercedes E-Class,2017,3000000,46.5K km,46500,DL,automatic,petrol,51596
delhi,Maruti New Ertiga,2019,875000,40.5K km,40500,DL,automatic,petrol,14900
delhi,Honda Amaze,2019,668000,21.5K km,21500,DL,automatic,petrol,11375
delhi,Mahindra Thar,2022,1329000,37.5K km,37500,DL,automatic,petrol,22855
delhi,Hyundai Creta,2022,1319000,70.5K km,70500,UP,automatic,petrol,22684
delhi,Maruti Wagon R 1.2,2022,552000,25.5K km,25500,DL,automatic,petrol,9400
delhi,Maruti Eeco,2018,398000,7K km,7000,DL,manual,petrol,6354
delhi,Honda City,2024,591000,61K km,61000,DL,manual,petrol,10064
delhi,Tata Tiago,2018,390000,59.5K km,59500,DL,manual,petrol,6641
delhi,Ford EcoSport,2016,474000,67.5K km,67500,DL,manual,petrol,8071
delhi,Mahindra XUV 300,2019,735000,46.5K km,46500,DL,manual,petrol,12516
delhi,Kia Sonet,2021,875000,59K km,59000,DL,automatic,diesel,14900
delhi,Maruti Grand Vitara,2023,1129000,57K km,57000,UP,manual,petrol,19416
delhi,MG Astor,2024,1239000,13.5K km,13500,DL,automatic,petrol,21308
delhi,Kia Seltos,2021,1170000,35K km,35000,DL,manual,petrol,20121
delhi,Tata Nexon,2018,571000,54K km,54000,DL,manual,petrol,9723
delhi,Honda City,2021,1125000,19K km,19000,DL,manual,petrol,19348
