City,Name,Year,Price,Kilometers Driven,KM,State,Transmission,Fuel Type,EMI per Month
hyderabad,Maruti Eeco,2020,478000,28K km,28000,TS,manual,petrol,7631
hyderabad,Renault Kwid,2019,336000,40K km,40000,TS,manual,petrol,5721
hyderabad,Maruti Dzire,2018,597000,49.5K km,49500,TS,automatic,petrol,10166
hyderabad,Maruti Dzire,2022,719000,25.5K km,25500,TS,automatic,petrol,12244
hyderabad,Kia Sonet,2023,1245000,11.5K km,11500,TS,manual,diesel,21405
hyderabad,Maruti Dzire,2019,711000,30.5K km,30500,AP,manual,petrol,12107
hyderabad,Maruti Alto 800,2016,276000,47K km,47000,TS,manual,petrol,4932
hyderabad,Maruti Dzire,2017,737000,63.5K km,63500,TS,automatic,diesel,12550
hyderabad,Maruti Alto 800,2019,329000,25K km,25000,TS,manual,petrol,5880
hyderabad,Renault Kwid,2019,350000,55.5K km,55500,TS,automatic,petrol,5960
hyderabad,Maruti Baleno,2018,530000,123.5K km,123500,TS,automatic,petrol,9025
hyderabad,Kia Seltos,2022,1272000,31K km,31000,TS,manual,petrol,21875
hyderabad,Maruti Swift,2015,390000,124.5K km,124500,TS,manual,petrol,7098
hyderabad,Hyundai Creta,2018,874000,97K km,97000,TS,automatic,petrol,14883
hyderabad,Hyundai i20 Active,2017,557000,61.5K km,61500,TS,manual,diesel,9485
hyderabad,Tata Altroz,2023,817000,14.5K km,14500,TS,manual,petrol,13913
hyderabad,Maruti S-Presso,2021,380000,96.5K km,96500,TS,manual,petrol,6471
hyderabad,Tata Zest,2014,429000,94K km,94000,TS,automatic,diesel,9207
hyderabad,Maruti Alto K10,2023,453000,24.5K km,24500,TS,manual,petrol,7714
hyderabad,Tata Nexon,2021,1032000,68K km,68000,AP,manual,diesel,17747
hyderabad,Hyundai Venue,2021,795000,67K km,67000,TS,manual,petrol,13538
hyderabad,Maruti S-Cross,2016,694000,65K km,65000,TS,manual,diesel,11818
hyderabad,Maruti Baleno,2016,522000,79.5K km,79500,TS,automatic,petrol,8889
hyderabad,Volkswagen Vento,2022,795000,61.5K km,61500,TS,manual,petrol,12692
hyderabad,Maruti Swift,2021,598000,27K km,27000,AP,manual,petrol,10183
hyderabad,Hyundai Grand i10 Nios,2021,614000,30K km,30000,TS,manual,petrol,10456
hyderabad,Tata Tiago,2020,535000,48.5K km,48500,TS,automatic,petrol,9110
hyderabad,Renault Triber,2021,597000,27K km,27000,TS,manual,petrol,10166
hyderabad,Hyundai New i20,2021,878000,62K km,62000,TS,automatic,petrol,14951
hyderabad,Maruti S-Cross,2017,690000,101K km,101000,TS,manual,diesel,11750
hyderabad,Tata Nano,2015,158000,36K km,36000,TS,manual,petrol,3179
hyderabad,Maruti S-Cross,2020,799000,85.5K km,85500,TS,manual,diesel,13606
hyderabad,Maruti Wagon R 1.0,2012,261000,78K km,78000,AP,manual,petrol+cng,9926
hyderabad,Maruti S-Cross,2018,741000,106K km,106000,TS,manual,diesel,12618
hyderabad,Maruti Swift,2021,610000,99.5K km,99500,TS,manual,petrol,10387
hyderabad,Ford EcoSport,2018,590000,107K km,107000,TS,automatic,petrol,10047
hyderabad,Maruti Ciaz,2022,689000,58.5K km,58500,TS,manual,petrol,11733
hyderabad,Maruti Wagon R 1.0,2013,266000,104.5K km,104500,AP,manual,petrol,7376
hyderabad,Honda Brio,2013,277000,78K km,78000,AP,manual,petrol,6999
hyderabad,Hyundai Venue,2022,849000,23.5K km,23500,TS,manual,petrol,14457
hyderabad,Tata Nexon,2021,807000,21K km,21000,AP,manual,petrol,13742
hyderabad,Maruti Swift Dzire,2015,436000,39.5K km,39500,WB,manual,petrol,9357
hyderabad,Renault Kwid,2017,307000,62.5K km,62500,TS,automatic,petrol,5228
hyderabad,Tata Altroz,2022,809000,25K km,25000,TS,automatic,petrol,13776
hyderabad,Renault Kwid,2020,408000,36.5K km,36500,TS,automatic,petrol,6948
hyderabad,Maruti Alto K10,2016,288000,54.5K km,54500,TS,manual,petrol,5242
hyderabad,Maruti S-Presso,2020,397000,29K km,29000,WB,manual,petrol,6760
hyderabad,Hyundai Eon,2014,273000,42.5K km,42500,AP,manual,petrol,5492
hyderabad,Nissan Magnite,2021,803000,10.5K km,10500,TS,manual,petrol,13674
hyderabad,Maruti Dzire,2022,661000,40K km,40000,TS,automatic,petrol,11256
hyderabad,Maruti Swift,2013,352000,132K km,132000,AP,manual,petrol,9488
hyderabad,Maruti Swift,2011,261000,114K km,114000,AP,manual,petrol,18649
hyderabad,Hyundai i10,2012,274000,54K km,54000,AP,manual,petrol,10421
hyderabad,Maruti Dzire,2018,620000,47.5K km,47500,AP,automatic,petrol,10558
hyderabad,Honda City,2014,562000,100.5K km,100500,AP,manual,diesel,12061
hyderabad,Hyundai Elite i20,2016,552000,104K km,104000,TS,manual,diesel,10047
hyderabad,Ford Figo,2013,229000,115.5K km,115500,AP,manual,diesel,
hyderabad,Maruti Vitara Brezza,2017,597000,97.5K km,97500,AP,manual,diesel,10166
hyderabad,Hyundai Verna,2011,423000,128.5K km,128500,AP,automatic,petrol,30224
hyderabad,Maruti Swift,2014,415000,47K km,47000,WB,manual,petrol,8906
hyderabad,Maruti Wagon R 1.0,2013,299000,53.5K km,53500,AP,manual,petrol,8291
hyderabad,Ford Figo,2016,359000,76K km,76000,TS,manual,petrol,9676
hyderabad,Maruti Ritz,2015,360000,52K km,52000,TS,manual,petrol,6135
hyderabad,Maruti Alto 800,2019,279000,42.5K km,42500,TS,manual,petrol,4986
hyderabad,Maruti Alto 800,2021,328000,36.5K km,36500,TS,manual,petrol,5862
hyderabad,Hyundai Elite i20,2018,595000,58.5K km,58500,TS,manual,petrol,10132
hyderabad,Maruti Alto 800,2015,240000,44K km,44000,AP,manual,petrol,5343
hyderabad,Hyundai Grand i10,2015,499000,49.5K km,49500,TS,automatic,petrol,9083
hyderabad,Hyundai Grand i10,2017,469000,52.5K km,52500,TS,manual,petrol,7986
hyderabad,Hyundai New Santro 1.1,2019,459000,46K km,46000,TS,manual,petrol+cng,7327
hyderabad,Honda City,2020,997000,62K km,62000,TS,manual,petrol,16978
hyderabad,Mahindra TUV300,2016,599000,119.5K km,119500,TS,manual,diesel,10200
hyderabad,Toyota Etios,2011,313000,109K km,109000,AP,manual,petrol,20967
hyderabad,Hyundai Aura,2021,649000,108K km,108000,TS,automatic,diesel,11052
hyderabad,Maruti Wagon R 1.0,2012,244000,114K km,114000,AP,manual,petrol+cng,9280
hyderabad,Maruti A-Star,2013,242000,52.5K km,52500,AP,manual,petrol,8628
hyderabad,Maruti Alto 800,2022,339000,37.5K km,37500,TS,manual,petrol,6058
hyderabad,Nissan Sunny,2018,517000,136K km,136000,TS,manual,diesel,8253
hyderabad,Renault Kwid,2022,389000,54K km,54000,TS,manual,petrol,6624
hyderabad,Ford EcoSport,2018,688000,89K km,89000,TS,automatic,petrol,11716
hyderabad,Maruti Alto 800,2022,352000,14.5K km,14500,TS,manual,petrol,6291
hyderabad,Hyundai Venue,2019,825000,63.5K km,63500,AP,automatic,petrol,14049
hyderabad,Maruti Baleno,2016,574000,35.5K km,35500,TS,automatic,petrol,9774
hyderabad,Honda Amaze,2021,733000,31K km,31000,AP,manual,petrol,12482
hyderabad,Maruti Celerio,2016,412000,44.5K km,44500,AP,automatic,petrol,7016
hyderabad,Hyundai Grand i10,2019,531000,62.5K km,62500,AP,manual,petrol,9042
hyderabad,Maruti Alto 800,2018,302000,37K km,37000,TS,manual,petrol,5397
hyderabad,Maruti Eeco,2018,422000,37.5K km,37500,AP,manual,petrol,6737
hyderabad,Maruti Ciaz,2022,874000,52.5K km,52500,TS,manual,petrol,14883
hyderabad,Honda Amaze,2015,476000,54.5K km,54500,TS,manual,petrol,8664
hyderabad,Maruti Vitara Brezza,2019,682000,83K km,83000,AP,manual,diesel,11614
hyderabad,Ford Figo,2012,232000,102.5K km,102500,AP,manual,diesel,
hyderabad,Hyundai i10,2011,232000,39.5K km,39500,AP,manual,petrol,16577
hyderabad,Hyundai Xcent,2015,395000,73.5K km,73500,TS,manual,petrol,6740
hyderabad,Hyundai Verna,2019,778000,79.5K km,79500,TS,manual,diesel,13248
hyderabad,Maruti Vitara Brezza,2017,719000,96K km,96000,AP,manual,diesel,12244
hyderabad,Volkswagen Vento,2020,823000,115K km,115000,TS,automatic,petrol,13139
hyderabad,Maruti S-Cross,2018,740000,119.5K km,119500,TS,manual,diesel,12601
hyderabad,Maruti Alto K10,2018,315000,31K km,31000,TS,manual,petrol,5364
hyderabad,Maruti Baleno,2018,582000,52.5K km,52500,TS,automatic,petrol,9911
hyderabad,Hyundai Venue,2021,972000,49.5K km,49500,AP,manual,diesel,16552
hyderabad,Maruti Ciaz,2018,766000,57.5K km,57500,TS,automatic,petrol,13044
hyderabad,Hyundai New i20,2021,739000,32.5K km,32500,TS,manual,petrol,12584
hyderabad,Maruti Alto 800,2018,290000,58.5K km,58500,TS,manual,petrol,5183
hyderabad,Maruti Celerio,2021,476000,24K km,24000,AP,manual,petrol,8106
hyderabad,Maruti Ciaz,2021,926000,32K km,32000,TS,automatic,petrol,15769
hyderabad,Hyundai Venue,2021,891000,15K km,15000,AP,manual,petrol,15173
hyderabad,Renault Kwid,2019,362000,45K km,45000,WB,manual,petrol,6164
hyderabad,Hyundai Grand i10 Nios,2022,604000,28.5K km,28500,TS,manual,petrol,10285
hyderabad,Volkswagen Taigun,2022,1178000,51.5K km,51500,TS,manual,petrol,20259
hyderabad,Maruti S-Presso,2021,363000,80K km,80000,TS,manual,petrol,6181
hyderabad,Hyundai Grand i10,2015,404000,116.5K km,116500,TS,automatic,petrol,7353
hyderabad,Renault Kwid,2021,406000,39.5K km,39500,TS,manual,petrol,6913
hyderabad,Maruti Swift,2015,479000,119K km,119000,AP,manual,diesel,8718
hyderabad,Nissan Micra Active,2016,337000,74K km,74000,TS,manual,petrol,5738
hyderabad,Hyundai i10,2010,185000,86K km,86000,TS,manual,petrol,
hyderabad,Hyundai Grand i10,2014,308000,140K km,140000,AP,manual,diesel,8302
hyderabad,Hyundai Eon,2018,317000,82K km,82000,TS,manual,petrol,5060
hyderabad,Hyundai Elite i20,2014,482000,145K km,145000,TS,manual,diesel,10344
hyderabad,Toyota Etios Liva,2019,668000,60K km,60000,TS,manual,diesel,10664
hyderabad,Renault Kwid,2023,448000,21.5K km,21500,TS,manual,petrol,7629
hyderabad,Maruti Alto 800,2018,270000,26.5K km,26500,AP,manual,petrol,4825
hyderabad,Renault Kwid,2022,466000,22.5K km,22500,TS,automatic,petrol,7935
hyderabad,Renault Kwid,2022,506000,25.5K km,25500,TS,automatic,petrol,8616
hyderabad,Maruti Swift,2021,742000,21.5K km,21500,TS,automatic,petrol,12635
hyderabad,Hyundai Grand i10,2019,544000,60K km,60000,TS,manual,petrol,9264
hyderabad,Maruti Alto 800,2022,368000,22.5K km,22500,TS,manual,petrol,6577
hyderabad,Honda Amaze,2021,730000,23.5K km,23500,TS,automatic,petrol,12431
hyderabad,Honda WR-V,2018,545000,78K km,78000,TS,manual,petrol,9281
hyderabad,Hyundai New Santro 1.1,2022,557000,37.5K km,37500,TS,manual,petrol+cng,8892
hyderabad,Honda Amaze,2014,384000,115.5K km,115500,AP,manual,petrol,10350
hyderabad,Hyundai Santro Xing,2014,248000,127.5K km,127500,TS,manual,petrol,4989
hyderabad,Maruti Baleno,2021,626000,51.5K km,51500,TS,automatic,petrol,10660
hyderabad,Hyundai Grand i10,2015,361000,141.5K km,141500,AP,manual,diesel,6571
hyderabad,Maruti Alto 800,2021,315000,52K km,52000,AP,manual,petrol,5629
hyderabad,Maruti Alto K10,2012,207000,69K km,69000,AP,manual,petrol,7872
hyderabad,Maruti Ritz,2013,305000,125K km,125000,AP,manual,diesel,7707
hyderabad,Maruti S-Presso,2020,365000,61.5K km,61500,TS,manual,petrol,6215
hyderabad,Maruti S-Cross,2021,815000,54.5K km,54500,AP,automatic,petrol,13878
hyderabad,Maruti Ciaz,2018,849000,70K km,70000,TS,manual,diesel,14457
hyderabad,Mahindra TUV300,2016,699000,73K km,73000,TS,manual,diesel,11903
hyderabad,Hyundai Grand i10,2015,434000,47K km,47000,TS,automatic,petrol,7899
hyderabad,Maruti Alto K10,2016,288000,53.5K km,53500,TS,automatic,petrol,5242
hyderabad,Hyundai Elite i20,2017,626000,47K km,47000,TS,manual,petrol,10660
hyderabad,Maruti Swift Dzire,2015,467000,57K km,57000,AP,manual,petrol,8500
hyderabad,Hyundai New i20,2021,850000,29K km,29000,AP,automatic,petrol,14475
hyderabad,Hyundai Grand i10,2016,423000,47K km,47000,AP,manual,petrol,7203
hyderabad,Hyundai Elite i20,2017,524000,88.5K km,88500,TS,manual,petrol,8923
hyderabad,Hyundai Creta,2018,912000,93K km,93000,AP,manual,diesel,15530
hyderabad,Volkswagen Polo,2015,478000,131K km,131000,TS,manual,diesel,6771
hyderabad,Hyundai Grand i10,2020,610000,40K km,40000,TS,automatic,petrol,10387
hyderabad,Honda Amaze,2022,737000,31.5K km,31500,TS,manual,petrol,12550
hyderabad,Toyota Etios,2012,306000,103.5K km,103500,AP,manual,petrol,10910
hyderabad,Maruti Wagon R 1.0,2011,196000,125.5K km,125500,AP,manual,petrol,14152
hyderabad,Hyundai Creta,2019,1035000,103.5K km,103500,TS,automatic,diesel,17794
hyderabad,Hyundai Elite i20,2015,571000,114.5K km,114500,TS,manual,diesel,10393
hyderabad,Hyundai i10,2014,266000,71K km,71000,TS,manual,petrol,5708
hyderabad,Kia Sonet,2021,990000,101K km,101000,TS,automatic,diesel,16859
hyderabad,Honda City,2016,690000,72K km,72000,TS,automatic,petrol,11750
hyderabad,Ford Figo Aspire,2020,628000,34K km,34000,AP,manual,petrol,10026
hyderabad,Hyundai Creta,2017,939000,87.5K km,87500,TS,manual,diesel,15990
hyderabad,Hyundai Creta,2018,1026000,80.5K km,80500,TS,automatic,diesel,17640
hyderabad,Datsun Redi-GO,2018,291000,19.5K km,19500,TS,automatic,petrol,7843
hyderabad,Skoda Karoq,2020,1869000,46K km,46000,TS,automatic,petrol,32151
hyderabad,Renault Kwid,2022,301000,37.5K km,37500,TS,manual,petrol,5125
hyderabad,Renault Duster,2017,629000,85K km,85000,TS,automatic,diesel,10711
hyderabad,Hyundai Verna,2021,1037000,99.5K km,99500,TS,automatic,petrol,17829
hyderabad,Mahindra Thar,2021,1228000,62.5K km,62500,TS,automatic,diesel,21116
hyderabad,Maruti S-Cross,2016,624000,135.5K km,135500,AP,manual,diesel,10626
hyderabad,Ford EcoSport,2016,609000,59K km,59000,TS,manual,diesel,10370
hyderabad,Maruti Baleno,2016,524000,27.5K km,27500,HR,manual,petrol,8923
hyderabad,Hyundai Creta,2019,885000,47K km,47000,TS,manual,petrol,15071
hyderabad,Maruti Wagon R 1.0,2012,238000,75.5K km,75500,WB,manual,petrol,9231
hyderabad,Toyota Yaris,2019,607000,89.5K km,89500,AP,manual,petrol,9690
hyderabad,Maruti Ritz,2013,278000,82K km,82000,AP,manual,petrol,7025
hyderabad,Ford EcoSport,2018,722000,67K km,67000,AP,manual,diesel,12295
hyderabad,Datsun Redi-GO,2020,273000,71K km,71000,TS,manual,petrol,5859
hyderabad,Maruti S-Presso,2021,364000,81.5K km,81500,TS,manual,petrol,6198
hyderabad,Ford Figo Aspire,2018,441000,106K km,106000,TS,manual,petrol,7040
hyderabad,MG Astor,2022,1452000,21.5K km,21500,TS,automatic,petrol,24965
hyderabad,Maruti Dzire,2018,755000,79K km,79000,TS,automatic,diesel,12857
hyderabad,Maruti Alto 800,2019,317000,58.5K km,58500,TS,manual,petrol,5665
hyderabad,Skoda Rapid,2014,465000,142.5K km,142500,TS,manual,diesel,9356
hyderabad,Honda Amaze,2015,402000,137.5K km,137500,TS,manual,petrol,7317
hyderabad,Tata Altroz,2022,795000,26.5K km,26500,AP,manual,petrol,13538
hyderabad,Maruti Swift,2016,457000,72K km,72000,TS,manual,petrol,7782
hyderabad,Maruti Dzire,2019,676000,99.5K km,99500,TS,automatic,diesel,11511
hyderabad,Honda WR-V,2018,755000,66K km,66000,TS,manual,diesel,12857
hyderabad,Volkswagen Vento,2020,845000,101.5K km,101500,TS,manual,diesel,13490
hyderabad,Hyundai Grand i10,2018,495000,54K km,54000,AP,manual,petrol,8429
hyderabad,Maruti Dzire,2018,644000,96.5K km,96500,TS,automatic,diesel,10966
hyderabad,Mahindra Thar,2021,1251000,32K km,32000,AP,automatic,petrol,21506
hyderabad,Mahindra XUV500,2020,1355000,60.5K km,60500,TS,manual,diesel,24447
hyderabad,Hyundai Xcent,2019,522000,60.5K km,60500,WB,manual,petrol,8333
hyderabad,Maruti Dzire,2018,735000,60.5K km,60500,TS,automatic,diesel,12516
hyderabad,Datsun GO,2017,248000,92.5K km,92500,TS,manual,petrol,5322
hyderabad,Ford Figo Aspire,2020,588000,90.5K km,90500,HR,manual,petrol,9387
hyderabad,Hyundai Grand i10,2018,543000,17K km,17000,AP,manual,petrol,9246
hyderabad,Volkswagen Polo,2020,580000,47K km,47000,TS,manual,petrol,9259
hyderabad,Hyundai Eon,2014,223000,55.5K km,55500,TS,manual,petrol,4486
hyderabad,Hyundai Grand i10 Nios,2020,638000,14.5K km,14500,TS,automatic,petrol,10864
hyderabad,Maruti Wagon R 1.2,2021,489000,46K km,46000,TS,manual,petrol,8327
hyderabad,Kia Sonet,2021,925000,31K km,31000,TS,manual,petrol,15752
hyderabad,Hyundai New Santro 1.1,2019,483000,7.5K km,7500,TS,manual,petrol,7711
hyderabad,Hyundai Creta,2023,1259000,25K km,25000,TS,manual,petrol,21652
hyderabad,MG Hector Plus,2021,1482000,22K km,22000,TS,automatic,petrol,25487
hyderabad,Volkswagen Virtus,2024,1468000,27K km,27000,TS,manual,petrol,25247
hyderabad,Maruti Vitara Brezza,2022,842000,23K km,23000,TS,manual,petrol,14338
hyderabad,Hyundai i20,2013,359000,52K km,52000,AP,manual,petrol,9676
hyderabad,Jeep Compass,2021,2000000,31K km,31000,TS,automatic,diesel,34397
hyderabad,Honda Amaze,2015,382000,66K km,66000,TS,manual,petrol,8198
hyderabad,Mahindra XUV 300,2022,932000,20.5K km,20500,TS,manual,petrol,15871
hyderabad,Hyundai New i20,2021,756000,39.5K km,39500,TS,manual,petrol,12874
hyderabad,Hyundai New i20,2021,759000,33K km,33000,TS,manual,petrol,12925
hyderabad,Mahindra XUV 3XO,2024,1139000,10.5K km,10500,TG,automatic,petrol,19588
hyderabad,Kia Carens,2022,1539000,43K km,43000,TS,automatic,petrol,26467
hyderabad,Renault Kwid,2018,372000,29.5K km,29500,TS,automatic,petrol,6334
hyderabad,Maruti Celerio,2023,598000,21.5K km,21500,TS,manual,petrol,10183
hyderabad,Volkswagen Virtus,2022,1482000,24K km,24000,TS,automatic,petrol,25487
hyderabad,Hyundai Elite i20,2019,710000,64.5K km,64500,TS,automatic,petrol,12090
hyderabad,Ford Figo Aspire,2016,351000,50.5K km,50500,TS,manual,diesel,5989
hyderabad,BMW X1,2020,2600000,35K km,35000,TS,automatic,diesel,44716
hyderabad,Honda Brio,2012,312000,20K km,20000,AP,manual,petrol,11124
hyderabad,Volkswagen Taigun,2021,1032000,86K km,86000,TS,manual,petrol,17747
hyderabad,Maruti XL6,2019,862000,96.5K km,96500,TS,automatic,petrol,14679
hyderabad,Hyundai Eon,2014,224000,57.5K km,57500,AP,manual,petrol,4507
hyderabad,Ford Figo Aspire,2019,479000,58.5K km,58500,TS,manual,petrol,7647
hyderabad,Maruti Dzire,2020,751000,95K km,95000,TS,manual,diesel,12789
hyderabad,Maruti XL6,2020,858000,103.5K km,103500,TS,automatic,petrol,14611
mumbai,Toyota Etios Cross,2015,368000,57K km,57000,MH,manual,petrol,6698
mumbai,Hyundai New Santro 1.1,2021,526000,29.5K km,29500,MH,manual,petrol+cng,8397
mumbai,Honda Jazz,2018,568000,42.5K km,42500,MH,manual,diesel,9068
mumbai,Maruti Dzire,2022,647000,25.5K km,25500,MH,manual,petrol,11018
mumbai,Mahindra Marazzo,2019,859000,29.5K km,29500,MH,manual,diesel,14628
mumbai,Honda Amaze,2018,572000,48.5K km,48500,MH,automatic,petrol,9740
mumbai,Hyundai Elite i20,2017,507000,39K km,39000,MH,manual,petrol,8633
mumbai,Tata Altroz,2021,689000,17K km,17000,MH,manual,petrol,11733
mumbai,Volkswagen Virtus,2023,1039000,7K km,7000,MH,manual,petrol,17868
mumbai,Honda City,2018,831000,46.5K km,46500,MH,automatic,petrol,14151
mumbai,Maruti Ciaz,2020,839000,14K km,14000,MH,manual,petrol,14287
mumbai,Kia Seltos,2019,1285000,43K km,43000,MH,automatic,petrol,22099
mumbai,Honda Amaze,2016,432000,43.5K km,43500,MH,automatic,petrol,7356
mumbai,Tata Altroz,2020,498000,51K km,51000,MH,manual,petrol,8480
mumbai,Volkswagen Vento,2013,331000,29.5K km,29500,MH,manual,petrol,8364
mumbai,Tata Tigor,2018,364000,27.5K km,27500,MH,manual,petrol,6198
mumbai,Maruti S-Cross,2022,996000,20.5K km,20500,MH,automatic,petrol,16961
mumbai,Maruti Ignis,2019,442000,93.5K km,93500,MH,manual,petrol,7527
mumbai,Maruti Wagon R 1.0,2012,250000,16K km,16000,MH,manual,petrol,9697
mumbai,Jeep Compass,2018,975000,33K km,33000,MH,manual,petrol,16603
mumbai,Jeep Compass,2017,900000,45.5K km,45500,MH,manual,diesel,15326
mumbai,BMW 3 Series,2016,1370000,55K km,55000,MH,automatic,diesel,23561
mumbai,Maruti S-Presso,2020,446000,28.5K km,28500,MH,manual,petrol+cng,7595
mumbai,Honda City,2017,648000,33K km,33000,MH,manual,petrol,11035
mumbai,Honda City,2021,1219000,25K km,25000,MH,automatic,petrol,20964
mumbai,Hyundai New Santro 1.1,2019,349000,50K km,50000,MH,manual,petrol,5571
mumbai,Hyundai Aura,2021,612000,49.5K km,49500,MH,manual,petrol+cng,10422
mumbai,Volkswagen Ameo,2019,534000,11.5K km,11500,MH,manual,petrol,8525
mumbai,Hyundai Elite i20,2019,532000,81.5K km,81500,MH,manual,petrol,9059
mumbai,Tata Nexon,2020,862000,60K km,60000,MH,automatic,petrol,14679
mumbai,Hyundai Creta,2019,931000,72.5K km,72500,MH,manual,petrol,15854
mumbai,Tata Nexon,2022,997000,19K km,19000,MH,manual,petrol,16978
mumbai,Tata Altroz,2023,859000,9.5K km,9500,MH,manual,petrol,14628
mumbai,Maruti Baleno,2020,629000,38K km,38000,MH,manual,petrol,10711
mumbai,Maruti Wagon R 1.0,2013,254000,52.5K km,52500,MH,manual,petrol,7043
mumbai,Hyundai Elite i20,2015,412000,95.5K km,95500,MH,manual,petrol,7499
mumbai,Hyundai Xcent,2015,402000,50.5K km,50500,MH,manual,petrol,6860
mumbai,Honda Jazz,2017,442000,56K km,56000,MH,manual,petrol,7056
mumbai,Hyundai Creta,2019,770000,101.5K km,101500,MH,manual,petrol,13112
mumbai,Maruti Wagon R 1.0,2015,287000,79K km,79000,MH,manual,petrol,5462
mumbai,Mercedes GLA,2015,1580000,46.5K km,46500,MH,automatic,petrol,29044
mumbai,BMW X1,2017,1970000,33.5K km,33500,MH,automatic,diesel,33881
mumbai,Hyundai Grand i10 Nios,2023,654000,10K km,10000,MH,manual,petrol,11137
mumbai,Toyota Urban Cruiser,2022,820000,32K km,32000,MH,manual,petrol,13964
